Level,Patch,Accuracy,AUC
3,Corner_TL,0.88485,0.9545585949999998
3,Center_TL,0.9668,0.9946319499999999
7,Corner_TL,0.9497,0.9889793899999998
7,Center_TL,0.9827,0.9982905500000001
11,Corner_TL,0.95355,0.99025879
11,Center_TL,0.9815,0.99835555
15,Corner_TL,0.93425,0.9823956199999999
15,Center_TL,0.97515,0.9967335100000001
19,Corner_TL,0.9542,0.9914568100000001
19,Center_TL,0.9711,0.995460335
23,Corner_TL,0.9819,0.9983789799999999
23,Center_TL,0.98445,0.9989448900000001
