Level,Patch,Accuracy,AUC
1,CLS,0.81725,0.8997718650000001
3,CLS,0.8673,0.9358410449999999
5,CLS,0.9272,0.97945582
7,CLS,0.99015,0.9995189200000001
9,CLS,0.99795,0.99995603
11,CLS,0.9992,0.99998616
13,CLS,0.9994,0.9999989400000001
15,CLS,0.99915,0.9999959700000001
17,CLS,0.99815,0.9999882999999999
19,CLS,0.9976,0.99996458
21,CLS,0.9976,0.99996114
23,CLS,0.99765,0.9999491
