Levels,AUC,ACC
level_1,0.99052944,0.9485
level_3,0.9988557299999999,0.98455
level_5,0.999769285,0.9934000000000001
level_7,0.99999581,0.99905
level_9,0.99999833,0.99955
level_11,0.9999991500000001,0.9997
level_13,0.99999872,0.9997
level_15,0.9999997599999999,0.99975
level_17,0.9999994400000001,0.99965
level_19,0.99999801,0.99945
level_21,0.99999581,0.99915
level_23,0.9999843500000001,0.9984500000000001
